tags,hostname,exename,path,args,exitcode,pid,generation,ppid,pgid,sid,numtids,tid,start,end,usertime,systemtime,rssmax,minflt,majflt,inblock,outblock,vol_ctxsw,invol_ctxsw,num_threads,starttime,processor,delayacct_blkio_time,guest_time,rchar,wchar,syscr,syscw,read_bytes,write_bytes,cancelled_write_bytes,time_oncpu,time_waiting,timeslices,rdtsc_duration,PERF_COUNT_SW_CPU_CLOCK
,earth,dash,/bin/dash,./sysadm.sh,0,27606,0,27605,27604,30385,1,27606,1559659464848250,1559659464876833,4196,4196,4880,512,0,7,0,8,2,0,210657280000,0,0,0,22163,0,45,0,3591,0,0,8392827,68464,11,74107405,1954948
