tags,hostname,exename,path,args,exitcode,pid,generation,ppid,pgid,sid,numtids,tid,start,end,usertime,systemtime,rssmax,minflt,majflt,inblock,outblock,vol_ctxsw,invol_ctxsw,num_threads,starttime,processor,delayacct_blkio_time,guest_time,rchar,wchar,syscr,syscw,read_bytes,write_bytes,cancelled_write_bytes,time_oncpu,time_waiting,timeslices,rdtsc_duration,PERF_COUNT_SW_CPU_CLOCK
prog:find;phase:stat,earth,find,/usr/bin/find,/etc -exec stat {} ;,1,19166,0,19165,19161,18431,1,19166,1559659181457489,1559659216807963,149926,1141110,6008,56865,0,6,0,3614,37,0,324648960000,0,0,0,43842,246,76,20,3328,0,0,1291037628,3901716,3652,91702043696,1208717443
