tags,hostname,exename,path,args,exitcode,pid,generation,ppid,pgid,sid,numtids,tid,start,end,usertime,systemtime,rssmax,minflt,majflt,inblock,outblock,vol_ctxsw,invol_ctxsw,num_threads,starttime,processor,delayacct_blkio_time,guest_time,rchar,wchar,syscr,syscw,read_bytes,write_bytes,cancelled_write_bytes,time_oncpu,time_waiting,timeslices,rdtsc_duration,PERF_COUNT_SW_CPU_CLOCK
prog:find;phase:stat,earth,stat,/usr/bin/stat,/etc/alternatives/CREATE_OPERATOR_FAMILY.7.gz,0,22173,0,19166,19161,18431,1,22173,1559659206472996,1559659206473900,8415,0,5728,627,0,6,0,0,1,0,374169600000,0,0,0,47940,0,83,0,3328,0,0,8415523,11950,2,2327748,897000
