tags,hostname,exename,path,args,exitcode,pid,generation,ppid,pgid,sid,numtids,tid,start,end,usertime,systemtime,rssmax,minflt,majflt,inblock,outblock,vol_ctxsw,invol_ctxsw,num_threads,starttime,processor,delayacct_blkio_time,guest_time,rchar,wchar,syscr,syscw,read_bytes,write_bytes,cancelled_write_bytes,time_oncpu,time_waiting,timeslices,rdtsc_duration,PERF_COUNT_SW_CPU_CLOCK
prog:find;phase:stat,earth,stat,/usr/bin/stat,/etc/ssl/certs/Microsec_e-Szigno_Root_CA_2009.pem,0,19813,0,19166,19161,18431,1,19813,1559659186575290,1559659186576071,2443,2443,5780,626,0,6,0,0,0,0,374169600000,0,0,0,47940,0,83,0,3328,0,0,4886495,0,1,2011077,774928
