tags,hostname,exename,path,args,exitcode,pid,generation,ppid,pgid,sid,numtids,tid,start,end,usertime,systemtime,rssmax,minflt,majflt,inblock,outblock,vol_ctxsw,invol_ctxsw,num_threads,starttime,processor,delayacct_blkio_time,guest_time,rchar,wchar,syscr,syscw,read_bytes,write_bytes,cancelled_write_bytes,time_oncpu,time_waiting,timeslices,rdtsc_duration,PERF_COUNT_SW_CPU_CLOCK
prog:find;phase:stat,earth,stat,/usr/bin/stat,/etc/dbus-1/system.d/org.freedesktop.locale1.conf,0,21636,0,19166,19161,18431,1,21636,1559659202014483,1559659202015025,0,4641,5644,624,0,6,0,0,2,0,374169600000,0,0,0,47940,0,83,0,3328,0,0,4641076,42929,3,1395478,537834
