# binaries
exename,path,args,pid,generation,ppid,pgid,sid,numtids,tid,start,end,rdtsc_duration,PERF_COUNT_SW_CPU_CLOCK
md_openmp,/Users/phil/Work/papiex-oss/papiex/x86_64-Linux/tests/md_openmp,,1672,0,192,1,1,2,1672,1543854361810539,1543854408028199,147465267494,45948296778
,,,,,,,,,1673,1543854361811903,1543854407925559,147133629976,45936560023
