exename,path,args,pid,generation,ppid,pgid,sid,numtids,tid,start,end,rdtsc_duration,PERF_COUNT_SW_CPU_CLOCK
sort,/usr/bin/sort,,23939,1,23937,21875,1,1,23939,1542636670586831,1542636670589381,5830003,2491251
